candidate_id,annotator_id,elliptical_type,candidate_text,span,sentence_quality,acquisition_method
aug_prop_401,1,No Ellipsis,hüngürdemekteydi. Gözyaşları yanaklarından aşağı akıyordu ve orada sadece homurdanarak duruyordu.,[],True,augmentation
aug_prop_9103,6,Ki Expression,"Bu yeminler eskiden gerekli değildi , ama Çiğdem öncesi ve sonrasında ki bazı olaylar gerekli kıldı .",[],True,augmentation
aug_prop_9318,1,Object Drop,""" Saliha onu oğlu Erkan vermişti , ama Betül Başak veremedi .",,,augmentation
aug_prop_9303,3,Genitive Drop,Genç Mübeccel da sessizliğini koruyordu .,['Mübeccel'],True,augmentation
aug_prop_24606,5,Subject Drop,Eski sıradan varoluşunu bırakır ve Filiz taşınırdı .,[],True,augmentation
aug_prop_13130,3,Genitive Drop,Aşçımız Serkan nefis yemekler yapar .,[],True,augmentation
seed_263,1,Object Drop,Uzman birisi gelip eğitecek.,,,gold
sluice_2241,6,Subject Drop,Sadece ne kadar iyi olduğunu bilmiyordum. '',[],True,gold
aug_prop_8339,1,Genitive Drop,"Asli Ahmet , soru ile cevabı duymamış olamazdı , ama bundan neşesi biraz daha artar gibi oldu .",,,augmentation
aug_prop_19612,5,Subject Drop,Kafası karışmış bir halde otoskopu kapattı ve Uğur a baktı .,[],True,augmentation
aug_prop_12076,5,Object Drop,Çağla başıyla onayladı .,[],True,augmentation
aug_prop_15564,1,Genitive Drop,Yildiz ki nöbetçiler üniforma giymiyorlardı ama genelde Abdulkadir ki askerlerden daha tehlike li bir görünüşleri vardı nedense .,,,augmentation
seed_2035,1,Ki Expression,Kapağın altındakini 8855'e mesaj atın.,[],True,gold
aug_prop_1735,5,Subject Drop,hızla kapatacağız. Kilit mekanizması çalışıyorsa ve kapı açıksa hızlıca kapatıyoruz.,[],True,augmentation
aug_prop_8289,3,Genitive Drop,Topçumuz Bedri Münever projeyi onaylıyor .,[],True,augmentation
aug_prop_11756,1,Genitive Drop,"Taner onun yüzünde ki ifadeyi merak etti , ama başı eğik olduğu için göremedi .",,,augmentation
sluice_1649,4,Genitive Drop,`` Ama nedenini bilmek için çok erken olduğunu düşünüyorum .,[],True,gold
sluice_1632,5,No Ellipsis,"Nedenini söylemek uygun değil,' dedi Stalnecker.",[],True,gold
sluice_397,5,Genitive Drop,Carlin'in adaylığına karşı çıkanlar nedenini bildiklerini düşünüyorlar.,[],True,gold
aug_prop_19192,3,Genitive Drop,"O da olacakları görmemek için Neslihan bakmadan , atının başını okşuyordu .",[],True,augmentation
aug_prop_4943,5,Subject Drop,Sırf bunun için mi geldin  peki ya ben!,[],True,augmentation
aug_prop_1088,5,Argument Drop,Jacques Melies silahını indirdi ve serseriler kaçtı.,[],True,augmentation
aug_prop_7721,1,Gapping,"Seda aynı , Sedat da .",,,augmentation
seed_2334,1,Fragment,Seni terk ediğ bıraktığı için.,[],True,gold
aug_prop_23068,1,Object Drop,Abdullah bunları umursamazdı muhtemelen ama annesi umursardı .,,,augmentation
aug_prop_11849,5,Genitive Drop,Tayfur gümüş atını mahmuzladı .,['Tayfur'],True,augmentation
aug_prop_8543,1,Subject Drop,Üçüncü defa Hayri adına yemin verdim .,[],True,augmentation
aug_prop_13147,1,Genitive Drop,""" Ayhan gözlerini sildi , ama gözyaşları dinmiş gibi ydi .",,,augmentation
aug_prop_24085,3,Object Drop,Esma Ahmet dudaklarını büzerek karşılık verdi .,[],True,augmentation
aug_prop_13766,3,Subject Drop,Nişanlısı Murat Ahmet bir podyuma çıkardı ve dimdik durmaya zorladı .,['Nişanlısı Murat Ahmet'],True,augmentation
aug_prop_4160,5,Subject Drop,Rıhtımda zavallı işsizler gibi aç kaldık.,[],True,augmentation
seed_1109,1,Subject Drop,Babamla balık tutmaya gideceğiz.,,,gold
sluice_2420,3,Subject Drop,Ülkem son 10 yıldır savaşta ve nedenini bile bilmiyorum.,[],True,gold
aug_prop_4989,3,Subject Drop,"""Üşüdüğümü hissettim.",[],True,augmentation
aug_prop_13950,5,Object Drop,"Mehmed uğur , polis yoluyla bulmasını söyledi .",[],True,augmentation
aug_prop_14881,3,Genitive Drop,Gizem başını kaldırdı ve sesi canlandı .,['Gizem'],True,augmentation
aug_prop_21150,6,Argument Drop,Sema nilay odaklanmam gerekiyordu .,[],True,augmentation
aug_prop_5065,5,Fragment,neredeyse onları anlamış gibi.,[],True,augmentation
sluice_794,3,Genitive Drop,"Gallagher, üretimi hızlandırmanın Bell'deki istihdamı artıracağını, ancak ne kadar olacağını tahmin edemediğini söyledi.","['artıracağını,']",True,gold
aug_prop_8026,1,Gapping,Rukiye altıncı katta indi ; adam da peşinden .,,,augmentation
aug_prop_16628,1,Object Drop,Lale 25 santim demişti ama 35 vardı rahat .,,,augmentation
aug_prop_11019,1,Gapping,"Fuat işini de yapar , ahiret işini de .",,,augmentation
aug_prop_16313,5,Genitive Drop,Ahmet elleriyle saç diplerini ovuşturdu .,['Ahmet'],True,augmentation
seed_2466,1,Fragment,Ayın 15inde.,[],True,gold
seed_1525,3,Object Drop,O devam etmek istiyor.,[],True,gold
aug_prop_2759,3,Object Drop,İnsanoğlu anlamlı bulursa inanılmaz  harika şeyler yaşayabilir.,[],True,augmentation
aug_prop_9915,5,Argument Drop,Burçhan kocaman elini uzattı .,[],True,augmentation
sluice_2357,3,Genitive Drop,Hangi tür Hazine olduğunu belirlemek için altının bir yıl önceki fiyatını cari fiyatla karşılaştırırsınız.,[],True,gold
aug_prop_1000,5,Genitive Drop,Eragon ağzını açtı ve tekrar kapattı.,['Eragon'],True,augmentation
aug_prop_19439,3,Object Drop,Sibel başıyla onayladı .,[],True,augmentation
seed_415,1,Argument Drop,Yarın beni annem okula bırakacak sonra da alacak.,,,gold
seed_2507,3,Subject Drop,Küçücük kalbinin aslında ne kadar büyük olduğunu ifade edince.,[],True,gold
aug_prop_7082,3,Object Drop,Firat telefonun çalışı bitmeden cevap verdi .,['telefonun'],True,augmentation
aug_prop_8154,1,Gapping,"Fatih , dilersen son gelenlerin mumundan gör , dilerken geçmişlerin mumundan .",,,augmentation
aug_prop_2031,3,Object Drop,O tehlikelere düşmenize gerek olmadığını anlayabilir ve üstesinden gelebilirsiniz.,['O tehlikelere'],True,augmentation
aug_prop_22843,5,No Ellipsis,Seher sonra tekrar öğretmenliğe döndü .,[],True,augmentation
aug_prop_7967,3,Genitive Drop,Lil gözlerini kırpıştırdı ve Pinar baktı .,['Lil'],True,augmentation
aug_prop_25529,5,Genitive Drop,Dönüşünde Ezgi merkez hekimliğiyle görevlendirildi .,['Ezgi'],True,augmentation
aug_prop_24399,5,Genitive Drop,Özgür başını eğmiş ve gözlerini kapatmıştı .,['Özgür'],True,augmentation
aug_prop_14536,6,Stripping,Çok az tuttuğum sekiz yıl önce ki hatıra defterim bile duruyor ; fotoğraf albümlerim .,"['sekiz yıl önce ki', 'bile duruyor']",True,augmentation
aug_prop_4915,3,Genitive Drop,Gözü hiç bu kadar morarmamıştı  acıyı umursamıyordu bile.,[],True,augmentation
aug_prop_15547,3,Genitive Drop,Mehmet selahattin kendinde değildi ; çenesi titriyordu .,['Mehmet selahattin'],True,augmentation
seed_989,1,Genitive Drop,Emeklerinizi hepimiz takdir ediyoruz.,,,gold
aug_prop_19771,5,Argument Drop,Cafer Nagihan Mehmet kısaca durumu anlattı ve fikirlerini sordu .,[],True,augmentation
aug_prop_20709,3,Genitive Drop,Bayan Tülay Gamze soluğunu tutuyor .,['Bayan Tülay Gamze'],True,augmentation
aug_prop_17169,3,VP Ellipsis,Hayati onunla beraberdi - Yunus da .,['onunla beraberdi'],True,augmentation
seed_2155,3,NP Drop,Orhan etrafındakileri tanımıyordu.,[],True,gold
aug_prop_21901,5,Genitive Drop,Kezban Özen tekerlekli koltuğunda beni beklemekte ydi .,['Kezban Özen'],True,augmentation
seed_443,3,Object Drop,Kum torbasını aldı ve vurmaya başladı.,['Kum torbasını'],True,gold
aug_prop_18194,6,Object Drop,"Hürü Ezgi baktı , o yemiyordu .",[],True,augmentation
seed_1576,3,VP Ellipsis,"Bu filmin şaşırtıcı bir sonu var, şunun klişe.","['bir sonu var,']",True,gold
aug_prop_9676,3,Genitive Drop,Cundullah ile yapılan cenkte onu yendi ve başını da kestirdi .,['Cundullah'],True,augmentation
aug_prop_2402,5,Genitive Drop,Prenses  özel hizmetçilerinden birini çağırdı.,['Prenses'],True,augmentation
aug_prop_23449,1,Genitive Drop,Bu iş beni düşündürüyordu ama neyse ki Mümün fatih telefonuyla dualarım gerçek oluyor .,,,augmentation
aug_prop_243,5,Genitive Drop,usulca homurdandı. Oğlan uykusunda hafifçe homurdanarak döndü.,['Oğlan'],True,augmentation
aug_prop_12435,1,Gapping,"Bir Berfin daha rastlıyorum , ve bir tanesine daha .",,,augmentation
aug_prop_23275,3,Subject Drop,Mustafa başıyla onayladı ve koltuğuna yaslandı .,['Mustafa'],True,augmentation
sluice_249,3,Genitive Drop,"`` Tam olarak ne zaman olduğunu bilmiyoruz , ama o gün gelecek . ''",[],True,gold
aug_prop_21225,1,Object Drop,"Kamil onun dürüst bir kadın olduğunu söyledi , ama ben inanmıyorum .",,,augmentation
aug_prop_25546,5,Genitive Drop,Süreyya burcu altıncı katta indi ; adam da peşinden .,['Süreyya burcu'],True,augmentation
aug_prop_10924,5,Subject Drop,Oğuz yenge gittikten sonra oldu .,[],True,augmentation
seed_2012,3,NP Drop,Evde çok fazla böcek vardı ve sadece perdedekini yakaladık.,['böcek'],True,gold
aug_prop_20870,5,Subject Drop,Salim dışarı geldi ve misafirini tanıştırdı .,['Salim'],True,augmentation
aug_prop_880,3,Subject Drop,Ravic onu itti ve kapıyı kapattı.,['Ravic'],True,augmentation
seed_1180,1,Genitive Drop,Hunlar ile ilgili önemli araştırmaları vardır.,[],True,gold
aug_prop_19508,1,Gapping,"Ben hiç sembol okuyucu görmedim , onu okuyan beş de .",,,augmentation
aug_prop_2795,3,Genitive Drop,Sadece kendisinin görebildiği korku sahnelerinde gözleri iri iri açılırdı.,[],True,augmentation
aug_prop_7274,3,Genitive Drop,Ayşegül ona güldü ve parmağını döndürdü .,['Ayşegül'],True,augmentation
seed_695,1,Ki Expression,İç Anadolu'nun bitki örtüsü bozkırken Akdenizinki makidir.,,,gold
aug_prop_1721,3,Genitive Drop,Viskinin son damlasını içtim  gözlerimi kapattım  tekrar açtım.,[],True,augmentation
aug_prop_7710,1,Gapping,"Özlem , işkenceyi de görürsün , azabı da ...",,,augmentation
seed_1699,1,NP Drop,Sizin glutensizlerden almanız daha iyi olur.,[],True,gold
aug_prop_9229,5,Genitive Drop,Dönüşünde Mehmet merkez hekimliğiyle görevlendirildi .,[],True,augmentation
aug_prop_12047,1,Genitive Drop,"Bu şairlerin bazıları şiirlerini Osman turgut söylemiş , ancak Cem şiirleri daha makbul sayılmıştır .",,,augmentation
aug_prop_24031,5,Genitive Drop,"Törende ki son konuşmalar henüz kulaklarında yankılanırken , Ömer faruk kapıyı vurdu .",[],True,augmentation
seed_1158,1,Subject Drop,Türküler söylerdi bize hep.,,,gold
seed_2491,1,Fragment,Küllükteki kağıtta yazanları.,[],True,gold
aug_prop_11790,1,Sluicing,"Kardeşimiz Emine bir küçük musibeti varmış diye yazıyor , ne imiş ?",,,augmentation
aug_prop_6477,1,Gapping,Dilber Mehmet ile Hüseyin Fatih orada ydı ve başkaları da .,,,augmentation
aug_prop_15855,6,Genitive Drop,Cundullah gözlerini kapadı ve içini çekti .,['Cundullah'],True,augmentation
aug_prop_18671,3,No Ellipsis,Artık Serdar Mehmet ziya adını almıştı .,[],True,augmentation
aug_prop_4431,5,NP Drop,Sen üç makale yaz  ben iki tane yazarım.”,['makale'],True,augmentation
aug_prop_8584,5,Subject Drop,Şahinde ağzının payını almıştı ve önüne baktı .,['Şahinde'],True,augmentation
aug_prop_4952,5,Genitive Drop,Erken ayrılmamızın doğal sonucu; Henüz kimse kahvaltı yapmadı.,[],True,augmentation
aug_prop_1180,5,Subject Drop,İçimde bir ürperti hissettim ve ışığı kapattım.,[],True,augmentation
aug_prop_8347,3,Subject Drop,Asli surat astı ama yanıt vermedi .,['Asli'],True,augmentation
aug_prop_15892,1,Subject Drop,Mehtap Tiyatrosu'na gitmiş ve Mansur kürşad Aylin sevil adlı oyunu seyretmiş .,[],True,augmentation
aug_prop_16101,3,Object Drop,arkasında ki kapı açıldı ve Mustafa girdi .,[],True,augmentation
aug_prop_25140,1,Object Drop,Kızın sorunları bitmişti ama Abdullah kiler yeni başlıyordu .,,,augmentation
aug_prop_17443,3,Object Drop,"Musa Bey söylediklerimi küçümsemedi , ciddiyetle cevaplamaya yöneldi .",['söylediklerimi'],True,augmentation
aug_prop_13840,3,Object Drop,Senem tam bildiği gibi bir kadındı ve meydan okumadan kaçmazdı .,[],True,augmentation
aug_prop_23328,4,Genitive Drop,"Ganim uzun boylu ydu , saçları dökülmeye başlamıştı .",['Ganim'],True,augmentation
aug_prop_20362,3,Subject Drop,Sonra kapıya doğru karar lı altı adım atıp elektrik düğmesini çevirdi .,[],True,augmentation
aug_prop_8753,5,Genitive Drop,Mösyö Tuğba tekrar yerine geçti .,['Mösyö Tuğba'],True,augmentation
aug_prop_12285,5,Subject Drop,Emrah matarayı kaldırdı ve yüzünü ıslattı .,['Emrah'],True,augmentation
aug_prop_18363,3,Genitive Drop,Yusuf etrafına bakıyor .,['Yusuf'],True,augmentation
seed_95,3,Object CP Drop,Ağaçları keseceklermiş ama biz izin vermeyiz.,['Ağaçları keseceklermiş'],True,gold
aug_prop_4704,5,No Ellipsis,Sözler yine söz oldu  güller yeniden yükseldi.,[],True,augmentation
aug_prop_9239,3,Object Drop,Şükrü bundan kurtuldu ama ben kurtulamadım .,['bundan'],True,augmentation
aug_prop_25431,5,Subject Drop,Ferda silindirlerden birini seçti ve parmaklarıyla kavradı .,['Ferda'],True,augmentation
aug_prop_3727,1,NP Drop,Elbisesi yırtılan adama yenisini alan kişi kendisini övdü.,,,augmentation
aug_prop_13014,1,Object Drop,"Diğerleri bir dereceye kadar kendilerini toparlamış , ama İsmail Mustafa İdris bugra toparlayamamıştı .",,,augmentation
aug_prop_9918,3,Subject Drop,Sezgin metal elini ona doğru uzattı ama çocuk görmezden geldi ve sert toprağa indi .,['çocuk'],True,augmentation
aug_prop_17846,5,Genitive Drop,çavuş rink Çavuştu ve adı Yaser .,['çavuş rink'],True,augmentation
aug_prop_13663,1,Gapping,"Ali haluk yarın geliyor , teyzemse Cuma günü .",,,augmentation
seed_2138,3,NP Drop,30x50 boyutundakini bana verir misin?,[],True,gold
aug_prop_17106,3,Subject Drop,Ayda ortalama bir dakika konuşuyormuşuz .,[],True,augmentation
seed_2416,1,Fragment,Karyolanın altını da.,[],True,gold
aug_prop_14649,1,Object Drop,"Kübra ölümü beni çok üzdü , ama köpekbalıklarına atılması daha da fazla sarstı .",,,augmentation
aug_prop_16311,1,Object Drop,"Berkan onun yüzünde ki ifadeyi merak etti , ama başı eğik olduğu için göremedi .",['onun yüzünde ki ifadeyi'],True,augmentation
aug_prop_6550,3,Subject Drop,Betül ölüm kalım savaşına giriştin .,['Betül'],True,augmentation
seed_2138,1,Subject Drop,30x50 boyutundakini bana verir misin?,[],True,gold
sluice_332,3,Subject Drop,Kim olduğu hakkında spekülasyon yapmayacağım. '',[],True,gold
aug_prop_6220,3,Genitive Drop,Mehmet gökçe yalnızca gözlerini görebiliyordu ama adam başlamaya hevesli görünüyordu .,['adam'],True,augmentation
aug_prop_21384,3,No Ellipsis,Mesut sonra tekrar öğretmenliğe döndü .,[],True,augmentation
aug_prop_10220,3,Genitive Drop,"Atiye meltem ellerine bakıyor , parmakları gergin .",['Atiye meltem'],True,augmentation
seed_1456,3,Subject Drop,O meleklerin sesi olduğuna inanır ve duyduğunu söyler.,['O'],True,gold
aug_prop_17212,5,Argument Drop,"Yeni gelişmeler olduğunu sezinlemişti Faik , ama Mehmet murat bu sabah o kadar aksi ydi ki cesaret edip soramıyordu .",['Faik'],True,augmentation
sluice_3907,3,Fragment,"Ne kadar, ah Kongre, ne kadar?",[],True,gold
aug_prop_25041,5,Genitive Drop,Saliha gözlerini devirdi ve Ümit baktı .,['Saliha'],True,augmentation
aug_prop_19950,1,Object Drop,"Önce ki İlker bunu bilemeyebilirdi , fakat ben biliyorum .",,,augmentation
aug_prop_22937,1,Gapping,"Şenol çok sevdiği çizgili koltuğunda oturuyordu , bense onun yanında yerde .",,,augmentation
aug_prop_25103,5,Genitive Drop,"Tuğsem ağır damlaların yüzüne düştüğünü hissediyordu , gözlüğü ıslanıyordu .",['Tuğsem'],True,augmentation
aug_prop_6240,3,Genitive Drop,Burçin pekâlâ yaptığı işi üstlenebilirdi .,['Burçin'],True,augmentation
seed_13,1,Object Drop,"Kel adam çantayı çalmış, öbür adamsa sahibine vermiş.",,,gold
aug_prop_3965,1,Object Drop,Onunla konuştum  arama.,,,augmentation
aug_prop_11814,1,Object Drop,"Hasan kapıyı göremezdi , ama Astral Salih bir yaratığı olan Elifcan kesinlikle görebilirdi .",,,augmentation
aug_prop_17724,5,Genitive Drop,Genç Deniz da sessizliğini koruyordu .,['Genç Deniz'],True,augmentation
sluice_2639,3,Subject Drop,Nedenini anlamasam da.,[],True,gold
aug_prop_13727,5,Subject Drop,Şüphesiz ki Yusuf iyileştirecek ve kardeşlerine katılacaktı .,['Yusuf'],True,augmentation
aug_prop_11524,1,Object Drop,Kapıyı açan kişi ısrarla Süleyman adında birini daha önce hiç duymadığını söylüyordu ama Mansur kürşad üsteledi .,,,augmentation
aug_prop_9072,3,Subject Drop,dokuz elma düşüyordu ama sadece altı tane alabildik .,[],True,augmentation
aug_prop_19183,3,Subject Drop,Ayşe böyle söyledi ve şaka yapmıyordu .,['Ayşe'],True,augmentation
aug_prop_19086,1,Argument Drop,Çağri Bey şu an dışarıda ancak ofise gelince mesajınızı ileteceğim .,,,augmentation
aug_prop_6310,1,Genitive Drop,"Sinan onun yüzünde ki ifadeyi merak etti , ama başı eğik olduğu için göremedi .",,,augmentation
aug_prop_14861,5,Subject Drop,Ceren telefonu kapadı ve cebine koydu .,['Ceren'],True,augmentation
aug_prop_6497,1,Object Drop,"Bariş bir şeyler söyledi ama Serkan anlamamıştı , başını salladı .",,,augmentation
aug_prop_13640,6,Genitive Drop,Taner helikopter sesini duyunca başını kaldırdı .,['Taner'],True,augmentation
seed_2175,1,Ki Expression,Bu evdekilerle hiç anlaşamazdık zaten.,[],True,gold
seed_2207,1,Gapping,Benim kardeşim tıp da okudu hukuk da.,[],True,gold
aug_prop_6359,3,Fragment,"Ekmek yediğin kaba pislemeyeceksin , bu da iki …",[],True,augmentation
seed_317,3,NP Drop,"Sen yine bildiğini yapacaksın, o yüzden biz ne söylesek nafile.",[],True,gold
aug_prop_4762,4,Subject Drop,Bütün dediklerimizi yaptık.,[],True,augmentation
aug_prop_19921,1,Gapping,"Biri beş saatte bir acıkacak tır , diğeri dokuz saatte , bir başkası ise bir saatte .",,,augmentation
aug_prop_5911,3,Object Drop,Yusuf ziya onu çevirdi ve kucaklayarak kaldırdı .,['onu'],True,augmentation
seed_1973,1,NP Drop,Tarih dersindeki bana mesaj attı dün.,[],True,gold
aug_prop_6381,1,Object Drop,Bariş yaralarını saramadı ama biz sarabiliriz .,,,augmentation
aug_prop_10083,3,Object Drop,Sorular Yurdagül tarafından sorulmadan yanıt vermiyordu .,['Sorular'],True,augmentation
